EmployeeID,EmployeeName,Gender,Age,Department,JobTitle,EducationLevel,City,Salary,ExperienceYears,PerformanceScore,LeavesTaken,ProjectsHandled,JoiningDate,Status,Attrition,WorkMode,Unnamed: 0
20607,Employee_1276,Female,32,Marketing,Analyst,Master,  Bangalore  ,₹113429.97,12,4,12,,2024-02-06,Terminated,No,Hybrid,607
20608,Employee_590,Female,25,Engineering,MANAGER,PhD,Gurgaon,₹46058.38,6,8,7,25,2021-05-13,Terminated,NO,On-site,608
20609,Employee_243,Male,51,Legal, VP ,high school,Mumbai,₹123137.32,18,1,2,19,2017-03-18,,No,REMOTE,609
20610,Employee_147,FEMALE,53,engineering,VP, Bachelor ,Hyderabad,₹34183.54,3,7,8,25,01-12-2017,Active,no,Hybrid,610
20611,Em#loyee_1372,Female,50,Sales,Senior Analyst,Bachelor,Mumbai,₹28445.90,1,7,22,0,24/12/2018,Terminated,,Hybrid,611
20612,Employee_685,Male,39,,Manager,PhD,,₹198193.73,27,3,28,25,2016-04-16,active,No,Hybrid,612
20613,Employee_1260,Female,54,marketing, Intern ,High School,Mumbai,₹224191.00,32,3,15,5,2020/02/20,ACTIVE,Yes,Remote,613
20614,Employee_356,Male,25,,intern, Bachelor ,Chennai,₹70612.82,15,2,16,4,24/12/2022,On Leave,No,,614
20615,Employee_540,Male,27,Engineering,Senior Engineer,Master,Mumbai,₹121963.64,,3,2,11,15-09-2024,Terminated,No,On-site,615
20616,Em@loyee_743,Female,45,OPERATIONS,Analyst,Master,Gurgaon,₹214823.62,29,,18,15,2021-12-06,On Leave,Yes,On-site,616
20617,Employee_534,female,50,Finance,Director,Master,Ahmedabad,₹250378.99,29,936,22,16,21-12-2021,Resigned,, On-site ,617
20618,Employee_7,male,59,OPERATIONS,VP,master,Hyderabad,₹158773.54,33,-10,6,13,22-09-2021,On Leave,no,remote,618
20619,Employee_271,male,55,Operations,Intern,MASTER,Bangalore,₹75523.63,13,1,24,1,2017-04-16,On Leave,YES,On-site,619
20620,Employee_810,Female,23,Marketing,senior manager,bachelor,Pune,₹88022.85,14,7,13,5,02-04-2016,Resigned,No,Remote,620
20621,Employee_396,Female,60,Legal, VP ,Master,Ahmedabad,48883.38,8,4,8,12,2019-02-10,resigned,,Hybrid,621
20622,Employee_71,,32,Sales,Intern,,Ahmedabad,₹90733.67,13,4,28,12,23-04-2024,Resigned,Yes,Remote,622
20623,Employee_349,Female,38,,Manager,HIGH SCHOOL,Hyderabad,₹71218.27,10,1,992,25,2015-11-04,Active,NO,Remote,623
20624,Employee_55,Female,58,Engineering,Engineer,Bachelor,Hyderabad,₹82469.00,14,9,28,-19,2016/03/04,resigned,No,On-site,624
20625,  Employee_73  ,Female,35,Engineering,Analyst, Bachelor ,,₹112086.26,23,7,16,22,2015-08-14,Active,Yes,On-site,625
20626,Employee_1144,male,38,,Executive,phd,Kolkata,,25,8,-24,18,2015-05-05,on leave,No,Remote,626
20627,Employee_1132,Male,39,HR,analyst,phd,Ahmedabad,₹16850.73,0,3,1450,24,16-10-2023,Active,Yes,on-site,627
20628,Employee_1274,Female,31,Operations,Manager,Bachelor,Hyderabad,₹97755.68,13,3,28,25,20/12/2022,Resigned,no,Hybrid,628
20629,Employee_1354,Male,,HR,VP,High School,Hyderabad,₹100052.47,31,5,26,1568,01/10/2022,Active,No,remote,629
20630,Employee_133,Male,39,Product,Director,PhD,Gurgaon,₹125506.88,29,3,11,3,04/05/2020,active,No,On-site,630
20631,Employee_1106,Male,47,hr,Manager,High School,Pune,₹43645.52,8,6,5,2,2021-12-02,Resigned,No,,631
20632,Employee_865,Male,47, HR ,VP,Bachelor,Mumbai,₹211153.95,30,1,4,17,19-05-2018,Terminated,No,ON-SITE,632
20633,Employee_1353,FEMALE,44,Product,INTERN,PhD,  Delhi  ,46556.15,14,9,2541,4,2015/03/26,Resigned,No,Remote,633
20634,Employee_877,Female,41,Marketing,Senior Analyst,High School,Delhi,₹14811.39,0,10,,3,2023/07/30,resigned,Yes,Remote,634
20635,Employee_656,Male,23,Finance,senior analyst,Master,Pune,₹256729.08,30,2,1,21,2020-02-19,Terminated,No,Remote,635
20636,Em@loyee_1156,male,24,,Engineer,Bachelor,Hyderabad,₹25696.90,3,6,19,24,2020-01-28, On Leave ,No,On-site,636
20637,Employee_250,MALE,62,Legal,Manager,MASTER,Bangalore,₹101413.02,32,6,19,12,16-04-2019,Active,No,On-site,637
20638,Employee_282,female,57, Operations ,Executive,PhD,Gurgaon,₹43335.98,3,1,26,12,TBD,Resigned,No,Remote,638
20639,Employee_1099,Male,43,Finance,Executive,Master,Bangalore,₹128094.64,22,9,3,18,2021/11/03,On Leave,Yes,on-site,639
20640,Employee_309,Male,52,Sales,Intern,Master,Pune,₹17962.47,0,2,,16,07-06-2022,Terminated,No,Hybrid,640
20641,Employee_263,Female,57,MARKETING,Engineer,Master,Pune,₹39620.78,5,9,10,14,06/06/2020,Resigned,Yes,On-site,641
20642,Employee_1100,Male,,HR,Analyst,MASTER,  Bangalore  ,₹136752.39,21,1,8,21,14-08-2018,Active,No,On-site,642
20643,Employee_41, Male ,32,Sales,Manager,Master,Kolkata,₹121786.31,-15,8,11,15,03/08/2019,On Leave, No ,On-site,643
20644,Employee_183,male,,Legal,Executive,Master,Ko@kata,₹224528.10,27,9,11,10,22-04-2020,Terminated,No,Hybrid,644
20645,Employee_702,Female,36,Finance,Analyst,Master,Bangalore,₹142393.09,31,,19,18,2024-10-23,On Leave,no,Remote,645
20646,Employee_973,MALE,29,HR,Engineer,PhD,Noida,₹135982.04,35,5,11,-9,19-04-2020,On Leave,No,,646
20647,Employee_480,,42,HR,SENIOR ANALYST,Bachelor,Ahmedabad,₹35269.94,10,2,3,1,2015/04/08,Resigned,No,On-site,647
20648,Employee_1087,,62,Product,DIRECTOR,PhD,Pune,₹99117.07,28,6,22,,2099-12-31,Resigned,No,On-site,648
20649,Employee_217,Female,42,Legal,Intern,high school,Mumbai,₹156120.07,27,9,9,23,05-12-2020,Terminated,NO,Hybrid,649
20650,Employee_303,Female,57,Marketing,VP,High School,Noida,₹24504.98,2,10,27,3,2016-06-20,Terminated,No,Remote,650
20651,Employee_884,Female,23,Marketing,engineer,PhD,Pune,₹46378.38,6,-5,16,1,28-02-2020,Active,,ON-SITE,651
20652,Employee_1199,Male,50,Legal,Manager,master,Gurgaon,₹33680.33,6,1,2,15,19-04-2017,On Leave,Yes,on-site,652
20653,Employee_961,Male,24,HR,senior engineer,High School,Noida,,11,10,24,25,10/01/2021,Active,NO,On-site,653
20654,Employee_475,Female,56,HR,Director,High School,Hyderabad,₹133015.80,15,9,9,7,21-11-2023,On Leave,No,Remote,654
20655,Employee_447,Male,35,Engineering,Executive, High School ,Ah@edabad,₹128924.56,22,5,4,15,2020-05-30,Terminated,Yes,Hybrid,655
20656,Employee_757,male,62,Sales,Senior Analyst,Master,Ahmedabad,,27,5,13,10,not-a-date,Active,Yes,Hybrid,656
20657,Employee_233,Male,55,Legal,Manager,High School,Hyderabad,₹114495.71,16,8,0,18,2023/07/18,On Leave,Yes,On-site,657
20658,Employee_1397,Male,59,PRODUCT,Manager,Bachelor,Chennai,59936.99,10,10,19,14,28-09-2020,Terminated,NO,Remote,658
20659,Employee_776,Male,29,Operations,Engineer, PhD ,Mumbai,₹85721.90,23,4,5,13,23-02-2019,Terminated, Yes ,Hybrid,659
20660,Employee_893,Female,25,operations,Senior Engineer,high school,Delhi,₹42676.10,5,5,4,10,2024-05-25,Active,No,Remote,660
20661,Employee_11,Female,23,Finance,SENIOR MANAGER,PhD,Delhi,₹96192.18,23,3,14,16,2021/05/17, Resigned ,Yes,On-site,661
20662,Em@loyee_178,Female,33,HR,Executive,High School,Chennai,₹40089.95,9,10,704,24,16-03-2020,Resigned,Yes,Hybrid,662
20663,Employee_1226,Female,27,Engineering,Engineer,HIGH SCHOOL,Delhi,₹198876.00,25,10,8,14,2016-11-07,active,Yes,Hybrid,663
20664,Employee_1477,Male,25,Product,Senior Analyst,BACHELOR,Ahmedabad,₹33471.57,3,2,20,10,2023/02/19,Active,No,On-site,664
20665,Employee_770,Male,23,Legal,Senior Engineer,High School,Ahmedabad,₹204467.55,29,3,24,-17,,Terminated, Yes ,Remote,665
20666,Employee_1295,Male,37,Marketing,Executive,bachelor,Gurgaon,₹130574.76,35,2,12,13,19-04-2015,Terminated,No,,666
20667,Employee_1266,,25,Marketing,,Master,Pune,₹139440.66,16,6,7,4,25/11/2019,Resigned,No,On-site,667
20668,Employee_1485,female,48,Operations,Senior Manager,High School,  Kolkata  ,₹112371.42,18,5,3,11,2021-04-27, Terminated ,NO,Remote,668
20669,Employee_1387,Female,43,product,Senior Analyst,Bachelor,Hyderabad,₹159486.58,22,2,26,10,18/10/2021,On Leave,Yes,Remote,669
20670,Employee_496,male,60,HR,executive,PHD,Bangalore,₹128633.12,31,3,6,9,18/06/2021,Resigned,,Hybrid,670
20671,Employee_36, Male ,38,Product,Director,PhD,Gurgaon,₹213281.85,31,,28,9,11/04/2015,Resigned,,On-site,671
20672,Employee_735,Male,21,Operations, Executive ,Master,Kolkata,₹105232.29,27,5,21,6,07-07-2015,On Leave,Yes,hybrid,672
20673,  Employee_1367  ,FEMALE,48,Operations,Senior Analyst,master,Hyderabad,₹100488.12,22,4,26,3,2022/02/25,Active,YES,Remote,673
20674,Employee_500,Male,38,Product,intern,Master,Mumbai,₹110448.85,22,4,16,1,2016-02-16,Terminated,Yes,on-site,674
20675,Employee_1064,Female,21,HR,EXECUTIVE, Master ,Hyderabad,₹194123.45,33,1,1,15,05/09/2019,Resigned,Yes,On-site,675
20676,Em@loyee_1455,Female,46,Finance,Analyst,Bachelor,,₹57588.23,21,-8,1,5,21-01-2018,Active, Yes ,hybrid,676
20677,Employee_543,Female,46,Sales,Director,Bachelor,Kolkata,₹94676.28,9,7,0,2,2024/09/12,active, No ,hybrid,677
20678,Employee_923,Male,46,Finance,MANAGER,HIGH SCHOOL,Kolkata,₹251594.38,32,6,19,14,09-12-2020,Active,yes,Remote,678
20679,,Female,31,Engineering,director,High School,Delhi,111588.26,18,1,1,16,10-06-2020,Resigned,,On-site,679
20680,Employee_91,Male,21,Engineering,Senior Engineer,master,Bangalore,₹36277.00,5,,30,12,2023-06-21,Resigned,Yes,remote,680
20681,Employee_73,Male,62,Finance,Senior Engineer,Bachelor,Bangalore,₹74343.65,28,9,8,15,2019-11-17,Resigned,No,,681
20682,Employee_1374,Female,62,Sales,,,Gurgaon,₹89515.99,15,2,18,11,2021/11/13,Terminated,Yes,ON-SITE,682
20683,Employee_551,Female,53,engineering, Executive ,Master,Noida,127641.01,22,6,21,23,2016-02-23,Active,Yes,Hybrid,683
20684,Employee_1469,Female,28,marketing, Intern ,MASTER,Mumbai,₹180522.25,27,8,7,24,15-11-2016,Resigned,Yes,On-site,684
20685,Employee_601,Female,-31,finance,Senior Analyst,bachelor,Pune,₹246478.82,31,9,29,19,23-12-2023,Terminated,No,On-site,685
20686,Employee_392,Male,50, Sales ,Senior Engineer,BACHELOR,  Kolkata  ,₹78002.10,-26,8,3,18,17/11/2019,Active,No,On-site,686
20687,Employee_1053,Male,22,Operations,Senior Engineer,phd,Kolkata,₹213380.87,35,10,8,-3,2015-10-08,Terminated,No,Remote,687
20688,Employee_1106,Female,,Marketing, Engineer ,,Gurgaon,₹88353.40,11,5,26,13,30/10/2023,Active,no, Remote ,688
20689,Employee_906,Female,57,Operations,Analyst,master,Delhi,₹253325.62,34,8,30,3,23-01-2016,,No,,689
20690,Employee_134,Male,27,HR,Senior Manager, Master ,Bangalore,₹210580.67,33,8,12,1,03-12-2016,resigned,No,On-site,690
20691,Employee_1290,Female,57,SALES,Intern,Master,Delhi,₹134853.19,22,8,,19,12-03-2023,,no, On-site ,691
20692,Employee_851,male,52,sales,Senior Manager,High School,Noida,₹90260.11,31,2,23,14,15-10-2019, Active ,No,Remote,692
20693,Employee_841,female,26,Product,Director,High School,Kolkata,₹246488.55,30,1,19,22,not-a-date,Resigned,Yes,On-site,693
20694,Employee_641,male,34,Finance,Senior Engineer,PhD,Ahmedabad,₹187612.33,25,7,22,4125,31/05/2021,Active,No,Remote,694
20695,Employee_932,Male,50,Marketing,Senior Manager,master,,₹135000.79,31,9,-17,22,12/03/2018,Terminated,Yes,Remote,695
20696,Employee_393,Female,-24,Product,SENIOR ANALYST,High School,Noida,₹204008.30,30,4,8,3,29/07/2020,,No,On-site,696
20697,Employee_1212,Male,52,Product,DIRECTOR,High School,Bangalore,37392.55,4,10,25,25,2015/07/14,Resigned,No,hybrid,697
20698,Employee_1287,Female,47,Operations,Director, PhD ,Noida,₹82605.66,15,1,0,9,07/02/2022,Terminated,No,On-site,698
20699,Employee_193,Male,57,Operations,VP,High School,Pune,₹47066.23,14,9,28,2,24/05/2023,Active,No,Remote,699
20700,Employee_1340,,59,Marketing,senior manager,high school,Chennai,₹107185.09,14,1,2,8,2022-08-12,resigned,No,Remote,700
20701,Employee_1043,Female,46,Marketing,Executive,High School,Noida,₹39412.97,6,4,,2,2023/09/27,,No,Remote,701
20702,Employee_600,Female,,Sales, Senior Manager ,High School,Pune,₹42565.71,4,8,25,22,18/09/2018,On Leave,No,REMOTE,702
20703,Employee_1200,Female,47,Engineering,Senior Analyst,PhD,Ahmedabad,₹175155.16,24,2,8,17,2016-08-11,Terminated,Yes,On-site,703
20704,Employee_771,Female,53,Sales,Executive,PhD,Mumbai,₹73284.86,28,2,27,19,2015/09/17,,No,On-site,704
20705,Employee_1216,Female,,PRODUCT,Engineer,phd,Bangalore,₹193315.37,24,6,12,9,2017-10-01,Terminated,No,On-site,705
20706,Employee_1316,Male,7056,Operations,Senior Engineer,PhD,Pune,₹123939.95,21,2,3,12,25-02-2020,Resigned,yes,Hybrid,706
20707,Employee_1215,MALE,58,Legal,Director,Master,Chennai,₹60430.03,11,2,19,22,2015-08-29,Resigned, No ,Hybrid,707
20708,Employee_1469,,54, Finance ,Engineer,BACHELOR,Delhi,₹45781.63,3,8,16,7,16-01-2017,Active,No,hybrid,708
20709,Employee_1016,Female,51,LEGAL,MANAGER,Master,Chennai,₹81323.77,15,4,6,1,10-05-2020,Resigned,No,HYBRID,709
20710,Em@loyee_402,Male,33,Marketing,Manager,Bachelor,Gurgaon,₹86521.99,19,10,8,20,2023/12/09,Terminated,No,Hybrid,710
20711,Employee_463,male,23,Marketing,Intern,Master,Hyderabad,₹102526.57,32,8,24,0,2019/11/12,Terminated,No,hybrid,711
20712,Employee_929,Female,61,legal, Director ,PhD,,,33,3,9,24,2015-07-24,Terminated,no,hybrid,712
20713,Employee_812,Female,23,Finance,Director,Master,Gurgaon,,9,8,4,1,2022/07/02,RESIGNED,Yes,Hybrid,713
20714,Employee_89,Female,43,Legal,Engineer,High School,,₹120720.35,26,10,5,17,2023/04/06,On Leave,no,Remote,714
20715,Employee_889,Male,36,legal,Senior Analyst,Bachelor,Hyderabad,₹67921.15,2363,6,17,12,not-a-date,Terminated,YES,REMOTE,715
20716,  Employee_491  ,Male,41,Operations,Senior Engineer,Bachelor,  Noida  ,₹167440.03,31,6,5,2,23-12-2017,ON LEAVE,Yes,Hybrid,716
20717,Employee_693,female,47,Finance, Director ,PHD,Kolkata,₹59037.40,6,1,10,13,2017-03-17,Resigned,No,Remote,717
20718,Employee_277,Female,39,Product,,Master,Bangalore,₹69291.69,28,3,12,8,2018-11-27,Active,YES,REMOTE,718
20719,Employee_920,Male,44,Operations,Senior Manager,Master,Gurgaon,₹51407.48,5,1,29,14,20/01/2023,ON LEAVE,Yes,hybrid,719
20720,Employee_1220,Female,41,HR,Intern,Bachelor,Mumbai,₹39262.35,3,1,4,8,01-05-2015,Active,Yes,ON-SITE,720
20721,Employee_1367,MALE,62,Finance,VP,bachelor,Gurgaon,₹218628.44,35,4,2,12,2022/01/06,On Leave,Yes,ON-SITE,721
20722,Employee_759,Male,21,Product,ANALYST,,Chennai,,27,3,23,5,TBD,resigned,Yes,HYBRID,722
20723,Employee_304,Male,46,HR,senior engineer,HIGH SCHOOL,Chennai,₹39959.55,8,9,7,12,25-06-2017,Terminated,YES,Hybrid,723
20724,Employee_736,FEMALE,38,Finance,Senior Manager,PhD,Mumbai,₹146135.25,20,5,17,4,2019-02-23,Resigned,YES,On-site,724
20725,Employee_990,female,25,Sales,Senior Manager,Bachelor,Bangalore,₹172422.28,34,9,27,22,2022-04-20,Resigned, No ,Hybrid,725
20726,Employee_251,FEMALE,57,Finance,Senior Engineer,High School,Kolkata,₹52892.10,10,4,16,2,2018/04/20,Terminated,No, Hybrid ,726
20727,Employee_1401,Male,51,Operations,Director,Bachelor,Gurgaon,191663.92,27,1,1166,8,12/02/2017,Terminated,No,Remote,727
20728,Employee_786,FEMALE,40,Marketing,Senior Analyst,master,Ch#nnai,₹133817.04,35,6,21,0,2023-12-22,Active,No,Hybrid,728
20729,Employee_1366, Female ,,Marketing, Intern ,PhD,Chennai,,24,10,6,10,19/01/2022,Terminated,No,remote,729
20730,,Male,41,marketing,Engineer,Master,  Bangalore  ,₹233592.88,30,,30,1540,2022-10-01,on leave,yes,remote,730
20731,Employee_389,Female,23,HR,Senior Manager,PhD,Kolkata,₹32877.78,4,6,30,7,N/A,On Leave,NO,On-site,731
20732,Employee_1160,Female,30,,Senior Engineer,Bachelor,  Hyderabad  ,₹80316.40,7,7,13,20,15-02-2023,ACTIVE,No,On-site,732
20733,Employee_637,Male,23,Finance,VP,PhD,Noida,₹200941.86,27,3,18,4,2016/02/06, On Leave ,No,Remote,733
20734,Employee_1343,female,37,Sales,Senior Analyst,High School,Kolkata,₹85586.73,,8,29,8,07-03-2023,Terminated,no,On-site,734
20735,Employee_120,Female,46,Engineering,Executive,Bachelor,Chennai,₹165127.90,27,4,24,11,2016-05-24,Active,NO,Hybrid,735
20736,Employee_73,Female,22,Product,senior manager,,Bangalore,₹77560.66,9,2,29,10,02/04/2022,Active,Yes,,736
20737,Employee_480,Male,47,Finance,Senior Analyst,Master,Ahmedabad,₹28840.96,2,8,2622,24,13/12/2015,Active,No,On-site,737
20738,Employee_1100,Female,26,Product,Intern,phd,Bangalore,₹229690.12,29,1,672,24,31/03/2015,On Leave,yes,Hybrid,738
20739,Employee_38,male,31,Legal,MANAGER,HIGH SCHOOL,Gurgaon,₹204874.29,-35,9,28,14,01/07/2015,Active,No,on-site,739
20740,,female,56,Finance,Director,Bachelor,Delhi,₹95605.84,25,9,12,13,2021/08/23,Terminated,No,Hybrid,740
20741,Employee_1141,Male,56,Operations, Engineer ,PhD,Bangalore,₹215776.03,31,10,,8,2021/04/22,On Leave,No,,741
20742,Employee_604,male,38,Operations,analyst,High School,Kolkata,₹116568.53,23,1,9,21,05/02/2015,,,On-site,742
20743,Employee_473,Male,44,Marketing,manager,High School,Mumbai,₹185769.13,33,2,,,2018-08-15,Terminated,No,ON-SITE,743
20744,  Employee_894  ,Male,49,Product,EXECUTIVE,PhD,Noida,₹72187.85,10,8,22,1800,2019-02-14,,No,Remote,744
20745,Employee_529,Female,23,HR,Manager,High School,Hyderabad,₹148426.24,,10,18,23,04-10-2015,On Leave,No,Hybrid,745
20746,Employee_1003,Male,53,Marketing,Analyst,high school,Ahmedabad,₹77484.42,14,,3,19,23-04-2023,resigned,Yes,Remote,746
20747,Employee_342,Female,33,Marketing,Senior Manager,PhD,Chennai,₹12731.17,0,2,10,11,2021-03-15,Active,No,Hybrid,747
20748,Employee_667,Female,31,marketing,executive,Bachelor,Delhi,₹72347.41,22,8,16,,2099-12-31,Terminated,No,Hybrid,748
20749,Employee_684,FEMALE,47,Marketing,Senior Manager,,  Hyderabad  ,₹103017.91,15,10,20,,2023-08-27,,No,Hybrid,749
20750,Employee_1267, Female ,47,Engineering,senior analyst,HIGH SCHOOL,Mumbai,₹84507.07,13,8,22,20,25-03-2015,Resigned,NO, On-site ,750
20751,,male,47,Engineering,executive,master,Hyderabad,₹94019.91,13,4,9,10,2019-10-23,Terminated,No,Hybrid,751
20752,Employee_892,Male,26,Engineering,Senior Analyst,PhD,  Delhi  ,₹41279.36,3,10,28,11,2020-10-27,Active,No,Hybrid,752
20753,Employee_814,Female,-53,,Analyst,Master,Ahmedabad,₹19286.70,0,,10,19,not-a-date,Resigned,no,Remote,753
20754,Employee_1044,Female,6512,Sales,Engineer,Master,Ahmedabad,,10,4,30,23,2018/12/05,On Leave,No,Remote,754
20755,Employee_978,Female,38,Finance,Analyst,Bachelor,Gurgaon,₹24684.97,2,1,23,4,15-08-2023,Active,Yes,Hybrid,755
20756,Employee_969,Male,49,HR,,Master,Pune,189858.65,31,5,20,25,13-02-2022, Terminated ,Yes,On-site,756
20757,Employee_973,Male,28,engineering,manager,Bachelor,Hyderabad,₹263259.66,31,,5,7,02/08/2018, Terminated ,No,Remote,757
20758,Employee_1391,Female,51,Sales, Analyst ,PhD,Delhi,₹229151.66,27,2,28,-5,02/04/2019, Active ,Yes,Remote,758
20759,Employee_703,Male,53,Operations,Manager,High School,Mumbai,₹24754.09,2,5,5,2,10/03/2015,Active,No,Hybrid,759
20760,Employee_252,Female,27,Product,Senior Analyst,Bachelor,  Noida  ,₹130162.27,-15,6,11,4,09/07/2015,On Leave,yes,On-site,760
20761,Employee_408,Female,48,Finance,Intern,PhD,Delhi,₹110766.88,18,8,22,16,20/05/2023, On Leave ,Yes,Hybrid,761
20762,Employee_674,Male,46,Operations,Senior Manager,Master,Mumbai,192950.72,30,2,1,12,2021-12-03,Resigned,,ON-SITE,762
20763,Employee_1189,Female,26,SALES,Senior Analyst,,,₹210147.04,25,10,-24,10,15-02-2022,Resigned,Yes,Remote,763
20764,Employee_1144,Female,52,Operations,Engineer,Master,  Gurgaon  ,₹92680.85,-21,2,2,16,2017-02-16,RESIGNED,yes,REMOTE,764
20765,Employee_1160,male,49,,VP,phd,Pune,,32,2,24,16,2024-05-25,On Leave, No ,REMOTE,765
20766,Employee_659,Male,31,Operations, Director ,High School,Gurgaon,₹51392.77,12,4,3,17,21-06-2019,Terminated,No,Remote,766
20767,Employee_844,Female,35,HR,director,Bachelor,Noida,₹152103.92,18,8,13,19,2016-06-23,terminated,yes,Remote,767
20768,Employee_17,,31,ENGINEERING,Executive,phd,Kolkata,₹117056.96,16,10,8,16,09/07/2024,On Leave,Yes,HYBRID,768
20769,Employee_693,Female,51, Engineering , Engineer , Bachelor ,,₹38862.42,4,4,15,,N/A,On Leave,Yes,On-site,769
20770,Employee_90, Female ,,HR,Executive,High School,Noida,₹175645.17,21,10,26,25,19/08/2015,Terminated,Yes,,770
20771,,Female,43,Operations,manager,Bachelor,,₹152845.73,20,5,9,2,26/09/2024,Resigned,Yes,Remote,771
20772,Employee_276,Female,47, Product ,VP,Bachelor,Hy@eraba@,₹45790.01,4,1,13,5,18-04-2019,on leave,Yes,HYBRID,772
20773,Employee_1026,MALE,48,HR,Intern,PhD,Ahmedabad,,4,7,1,16,17-09-2016,Terminated, No , Hybrid ,773
20774,Employee_1231,male,55,Product,Engineer,Bachelor,Ahmedabad,₹129809.92,31,6,2,8,21-12-2024,Active,Yes,On-site,774
20775,Employee_605, Female ,61,Operations, Senior Analyst ,Bachelor,Bangalore,₹158519.29,21,4,,11,15/07/2021,On Leave,Yes,Remote,775
20776,Employee_1091, Male ,45,Engineering, Senior Manager , PhD ,Mumbai,₹127961.02,19,5,24,22,2020/01/01,Resigned,No,on-site,776
20777,Employee_1458,,47,Finance,ANALYST,HIGH SCHOOL,Hyderabad,₹130145.35,24,6,2,16,11/05/2021,Terminated,YES,REMOTE,777
20778,Employee_344,Female,60,Sales,Senior Engineer,Master,Pune,₹89092.55,15,3,16,15,2021/11/17,On Leave,Yes,On-site,778
20779,Employee_842,,47,Legal,Executive,High School,Ahmedabad,₹133000.26,34,4,16,16,2018/04/26,RESIGNED,No,Remote,779
20780,Employee_820, Female ,56,Legal,Senior Engineer,PhD,Bangalore,₹99454.69,13,6,12,9,21-07-2018,Active,No,Remote,780
20781,Employee_679,female,25,Sales,SENIOR MANAGER,Bachelor,Noida,₹19022.04,1,10,16,,2019/10/25,Terminated,No,Hybrid,781
20782,Employee_887,FEMALE,22,Finance,,Master,Hyderabad,₹17936.35,2,,,7,2099-12-31,ACTIVE,No,On-site,782
20783,Employee_581,Male,36,Operations,Analyst,PhD,Kolkata,₹18772.08,,9,22,16,TBD,Resigned, No ,Hybrid,783
20784,Employee_1165,Male,59,Marketing,Director,Bachelor,Noida,₹154486.70,18,1,20,25,2016-10-29,terminated,No,On-site,784
20785,Employee_558,male,61,Operations,analyst,PhD,Bangalore,₹136636.67,23,8,15,3,2024-09-29,Terminated,Yes,On-site,785
20786,Employee_597,Male,44,legal,Executive,Master,Gurgaon,₹67644.64,8,1,0,19,31-01-2018,ON LEAVE,Yes,On-site,786
20787,Employee_1050,Male,40,Sales,Manager,High School,Noida,₹156149.59,35,4,0,17,29/04/2017,On Leave,YES,On-site,787
20788,Employee_278,Female,29,HR,Analyst,phd,Chennai,₹200152.17,26,3,7,7,26-03-2017,Resigned,,Hybrid,788
20789,Employee_96,FEMALE,57,Sales,Director,PhD,Kolkata,₹73844.75,,7,8,19,2019-10-10,Active,No,Remote,789
20790,Employee_1399,Male,31,Engineering,Senior Analyst,Bachelor,Delhi,₹86201.87,9,-4,11,20,04-06-2015,,No,Remote,790
20791,Employee_1285,Female,41,Sales,Manager,Master,Hyderabad,₹111396.99,21,2,19,15,2020/10/23,resigned,No,Hybrid,791
20792,Employee_1410,Female,55,marketing,manager,PhD,Delhi,45543.18,11,2,22,3,2017/07/08,Terminated,yes,on-site,792
20793,Em#loyee_1374,MALE,53,Operations,Director,PhD,Kolkata,₹237883.18,33,8,8,1,2021-08-14, Active ,No,Remote,793
20794,Em#loyee_787,Male,38,Operations,Engineer,Bachelor,Chennai,₹62595.88,17,6,24,5,not-a-date,Active,Yes,Hybrid,794
20795,  Employee_729  ,female,,Sales,Intern,bachelor,Mumbai,₹84708.33,21,6,2,25,not-a-date,Resigned,no,ON-SITE,795
20796,Employee_1008,Female,57,Operations,Director, High School ,Gurgaon,₹96922.96,17,2,9,2074,2015/02/19,Active, Yes ,Remote,796
20797,Employee_1208,Female,44,SALES,Senior Manager,Master,Bangalore,₹103634.43,19,2,10,9,23/09/2024,On Leave,Yes, Remote ,797
20798,Employee_785,Female,61,,VP,Bachelor,Delhi,₹148077.10,21,6,,9,29/05/2016,Active,Yes,Remote,798
20799,Employee_1360,Female,34,HR,,bachelor,Gurgaon,₹145010.38,28,8,18,6,13/04/2022,RESIGNED,no, Hybrid ,799
20800,Employee_55,female,35,Marketing,EXECUTIVE,High School,,₹208759.14,29,9,1,18,11/04/2017,Resigned,No,Hybrid,800
20801,Employee_872,Male,28,Legal,Intern,Bachelor,Chennai,₹34048.54,5,3,29,8,09/05/2017,Resigned,Yes,ON-SITE,801
20802,Employee_240,,-44,finance,intern,PhD,Delhi,₹26878.05,2,10,1323,24,2024/03/05,Resigned,Yes,REMOTE,802
20803,Employee_1219,MALE,42,Marketing,Senior Analyst,PhD,Ah@edabad,₹70803.15,19,540,15,1,2019/10/22,Terminated,YES,On-site,803
20804,Employee_584,Male,24,Legal,VP,Bachelor,Ko#kata,₹76820.27,9,5,25,0,10-05-2024,Active,No,On-site,804
20805,Employee_551,Male,28,Sales,Intern,Bachelor,Hyderabad,₹50409.92,7,6,10,22,21/12/2018,Active,Yes,Remote,805
20806,Employee_41,Female,38,Sales,Executive,High School,  Delhi  ,,10,2,10,23,2023/05/14,Terminated,yes,,806
20807,Employee_1344,Female,52,Finance,Director,Bachelor,Ahmedabad,₹160010.93,23,9,18,19,2022/04/03,Terminated,No,On-site,807
20808,Employee_188,Female,47,Product,Analyst,high school,Chennai,₹29971.12,2,3,9,22,08/10/2021,Active,,REMOTE,808
